name,id,p_primaryCategory,p_subCategory1,p_subCategory2,p_subCategory3,p_subCategory4,p_brakeType,p_experience,p_price,p_suspension,p_group,p_productFamily,p_gender,p_driveTrain,brand,p_material,p_color,p_scene7_id,p_wheelSize,price,url
Ariel – Hydraulic Disc,157796,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$500-$1000,Front,Bikes,Ariel,Women,3x,Fitness,Aluminum,Gloss Storm Grey/Ice Blue,82219-70_ARIEL_HYDRO-DISC_STRMGRY-ICEBLU_HERO,700C,670,https://www.specialized.com/us/en/ariel--hydraulic-disc/p/157796?color=237165-157796
CrossTrail – Hydraulic Disc,157825,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Crosstrail,Disc,Fitness|Urban,$500-$1000,Front,Bikes,CrossTrail,Men,3x,Fitness,Aluminum,Satin Black/Chameleon/Nearly Black Reflective,82419-70_CT_HYDRO-DISC_NICEBLU-BLK-BLK_HERO,700C,670,https://www.specialized.com/us/en/crosstrail--hydraulic-disc/p/157825?color=237264-157825
Roll Sport – Low-Entry,154467,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Women,3x,Fitness,Aluminum,Gloss Black/Black/Black,86119-64_ROLL_SPORT-LOW-ENTRY-19_BLK-BLK-BLK_HERO,27.5,635,https://www.specialized.com/us/en/roll-sport-low-entry/p/154467?color=225965-154467
Roll Sport,154464,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men,3x,Fitness,Aluminum,Satin Black/Graphite/Black Reflective,86119-61_ROLL_SPORT-19_REDTNT-NICEBLU-BLK_HERO,27.5,635,https://www.specialized.com/us/en/roll-sport/p/154464?color=226038-154464
Mens Sirrus,173452,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Men,3x,Fitness,Aluminum,Gloss Nice Blue/Black Reflective,80918-71_SIR-MEN_CHAR-CNDYRED-BLK_HERO,700C,625,https://www.specialized.com/us/en/mens-sirrus/p/173452?color=270883-173452
Womens Pitch Sport 27.5,129142,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Women,3x,Mountain,Aluminum,Gloss Tarmac Black/Acid Mint/Acid Pink Reflective,85618-60_PITCH-WMN_SPORT-27-5_TARBLK-ACDMNT-ACDPNK_HERO,27.5,625,https://www.specialized.com/us/en/womens-pitch-sport-27-5/p/129142?color=239919-129142
Womens Sirrus,154520,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,3x,Fitness,Aluminum,Cast Berry/Mint,82918-70_SIR-WMN_CSTBRY-MNT_HERO,700C,625,https://www.specialized.com/us/en/womens-sirrus/p/154520?color=225898-154520
Womens Pitch Sport,154423,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Women,3x,Mountain,Aluminum,Gloss Satin Acid Mint/Acid Kiwi/Clean,85619-60_PITCH-WMN_SPORT-27.5_ACDMNT-ACDKWI_HERO,27.5,625,https://www.specialized.com/us/en/womens-pitch-sport/p/154423?color=236361-154423
Mens Sirrus,154507,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Men,3x,Fitness,Aluminum,Acid Blue/Rocket Red/Black Reflective,80918-70_SIR-MEN_ACDBLU-RKTRED-BLK_HERO,700C,625,https://www.specialized.com/us/en/mens-sirrus/p/154507?color=240199-154507
Mens Pitch Sport,154415,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$500-$1000,Front,Bikes,Pitch,Men,3x,Mountain,Aluminum,Satin Gloss Black/Black,85518-62_PITCH-MEN_SPORT-27-5_HYP-BLK_HERO,27.5,625,https://www.specialized.com/us/en/mens-pitch-sport/p/154415?color=236265-154415
Roll Sport,129094,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men|Women,3x,Fitness,Aluminum,Moto Orange/Red/Metallic White Silver Reflective,166874,NA,610,https://www.specialized.com/us/en/roll-sport/p/129094?color=239660-129094
Womens Sirrus Step-Through,154521,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Sirrus,Women,3x,Fitness,Aluminum,Cast Berry/Mint,82918-72_SIR-WMN_ST_CSTBRY-MNT_HERO,700C,600,https://www.specialized.com/us/en/womens-sirrus-step-through/p/154521?color=225863-154521
Alibi Sport EQ Step-Through - 2018,157836,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Womens Alibi,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Women,3x,Fitness,Aluminum,Satin Taupe/Light Turquoise/Black,B6617-63_ALIBI_SPORT-EQ-ST_TPE-LTTUR-BLK_HERO,700C,575,https://www.specialized.com/us/en/alibi-sport-eq-step-through--2018/p/157836?color=237298-157836
Alibi Sport EQ - 2018,157835,Featured,NA,NA,NA,NA,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Men,3x,Fitness,Aluminum,Charcoal/Black Reflective,B6617-62_ALIBI_SPORT-EQ_CHAR-BLK_HERO,700C,575,https://www.specialized.com/us/en/alibi-sport-eq--2018/p/157835?color=237285-157835
Alibi Sport C Step-Through - 2018,157834,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Womens Alibi,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Women,3x,Fitness,Aluminum,Satin Cast Berry/Mint Reflective,B6618-41_ALIBI_SPORT-C-ST_CSTBRY-MNT_HERO,700C,575,https://www.specialized.com/us/en/alibi-sport-c-step-through--2018/p/157834?color=237284-157834
Alibi Sport C - 2018,157833,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Alibi,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Men,3x,Fitness,Aluminum,Gloss Black/Charcoal Reflective,B6618-40_ALIBI_SPORT-C_BLK-CHAR_HERO,700C,575,https://www.specialized.com/us/en/alibi-sport-c--2018/p/157833?color=237297-157833
Mens Rockhopper,134064,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,NA,Front,Bikes,Rockhopper,Men,3x,Mountain,Aluminum,Gloss Acid Kiwi/Black/Charcoal,81218-73_RH-MEN_29_ACDKWI-BLK-CHAR_HERO,29,560,https://www.specialized.com/us/en/mens-rockhopper/p/134064?color=240216-134064
Womens Rockhopper,134066,Sale,Bikes,Mountain Bikes,Trail Bikes,Rockhopper,Disc,Cross Country,$500-$1000,Front,Bikes,Rockhopper,Women,3x,Mountain,Aluminum,Satin Gloss Cast Blue/Acid Lava,81818-72_RH-WMN_29_CSTBLU-ACDLAVA_HERO,29,560,https://www.specialized.com/us/en/womens-rockhopper/p/134066?color=240169-134066
Alibi Step-Through – 2018,157782,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Womens Alibi,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Women,3x,Fitness,Aluminum,Satin Oak/Acid Lava,B6617-64_ALIBI_SPORT-ST_LTTUR-GLD_HERO,700C,550,https://www.specialized.com/us/en/alibi-step-through-2018/p/157782?color=237287-157782
Alibi Sport – 2018,157781,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Alibi,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Alibi,Men,3x,Fitness,Aluminum,Gloss Rainbow Tint/Black Reflective,B6617-61_ALIBI_SPORT_RFBLKTNT-BLK_HERO,700C,550,https://www.specialized.com/us/en/alibi-sport-2018/p/157781?color=237289-157781
Crossroads Sport,157790,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Crossroads,Rim,Fitness|Urban,$500-$1000,Rigid,Bikes,Crossroads,Men,3x,Fitness,Aluminum,Satin Graphite/Black/Solid Blue,B2115-61_CR_SPORT_GRPH-BLK-BLU_HERO,700C,540,https://www.specialized.com/us/en/crossroads-sport/p/157790?color=237157-157790
Roll – Low-Entry,154463,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Women,1x,Fitness,Aluminum,Gloss Tarmac Black/Ion/Black Reflective,86119-73_ROLL_BASE-LOW-ENTRY-19_ACDMNT-ACDKWI-BLK_HERO,27.5,535,https://www.specialized.com/us/en/roll-low-entry/p/154463?color=227594-154463
Roll,154457,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men,1x,Fitness,Aluminum,Gloss Tarmac Black/Ion/Black Reflective,86119-70_ROLL_BASE-19_NICEBLU-RKTRED-BLK_HERO,27.5,535,https://www.specialized.com/us/en/roll/p/154457?color=226048-154457
Riprock 24,128947,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,Trail,$500-$1000,Front,Bikes,Riprock,Kids,1x|1x,Kids,Aluminum,Turquoise/Light Turquoise/Hyper,B6516-74_RIP_24_CNDYRED-HYP-BLK_HERO,24,525,https://www.specialized.com/us/en/riprock-24/p/128947?color=239715-128947
Ariel – Mechanical Disc,157798,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$500-$1000,Front,Bikes,Ariel,Women,3x,Fitness,Aluminum,Satin Tarmac Black/Chameleon,82218-72_ARIEL_MECH-DISC_ACDRED-LIMN-TARBLK_HERO,700C,525,https://www.specialized.com/us/en/ariel--mechanical-disc/p/157798?color=240178-157798
Riprock 24,154434,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,NA,$500-$1000,Front,Bikes,Riprock,Kids,1x,Kids,Aluminum,Gloss Uv Lilac/Ion/Black,96519-73_RIP_24_UVLLC-ION-BLK_HERO,24,525,https://www.specialized.com/us/en/riprock-24/p/154434?color=226006-154434
Ariel Step-Through – Mechanical Disc,157803,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Ariel,Disc,Fitness|Urban,$250-$500,Front,Bikes,Ariel,Women,3x,Fitness,Aluminum,Gloss Rocket Red/Plum Purple,82219-74_ARIEL_MECH-DISC-STEP-THROUGH_ACDLAVA-PLMPRP_HERO,700C,525,https://www.specialized.com/us/en/ariel-step-through-mechanical-disc/p/157803?color=237223-157803
Roll - 2018,157814,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Roll,Disc,Fitness|Urban,$500-$1000,Rigid,Bikes,Roll,Men,1x,Fitness,Aluminum,Acid Blue/Black/Light Turquoise Reflective,86118-71_ROLL_V_ACDBLU-BLK-LTTUR_HERO,27.5,510,https://www.specialized.com/us/en/roll--2018/p/157814?color=239189-157814
Womens Pitch-Little Bellas LTD,154420,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$250-$500,Front,Bikes,Pitch,Women,3x,Mountain,Aluminum,Gloss Turquoise/Acid Mint,85619-71_PITCH-WMN_LTD-LB-27.5_TUR-ACDMNT_HERO,27.5,500,https://www.specialized.com/us/en/womens-pitch-little-bellas-ltd/p/154420?color=239821-154420
Womens Pitch,154421,Sale,Bikes,Mountain Bikes,Trail Bikes,Pitch,Disc,Trail,$250-$500,Front,Bikes,Pitch,Women,3x,Mountain,Aluminum,Satin Gloss Marine Blue/Acid Fuchsia/Clean,85618-71_PITCH-WMN_27-5_ACDRED-LIMN-BLK_HERO,27.5,500,https://www.specialized.com/us/en/womens-pitch/p/154421?color=236248-154421
Alibi C Step-Through - 2018,157832,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Womens Alibi,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Alibi,Women,1x,Fitness,Aluminum,Satin Acid Mint/Powder Coral,B6617-77_ALIBI_C-ST_ACDMNT-PDRCRL_HERO,700C,500,https://www.specialized.com/us/en/alibi-c-step-through--2018/p/157832?color=237288-157832
Alibi C - 2018,157831,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Alibi,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Alibi,Men,1x,Fitness,Aluminum,Satin Cast Blue/Rocket Red Reflective,B6617-75_ALIBI_C_CSTBLU-RKTRED_HERO,700C,500,https://www.specialized.com/us/en/alibi-c--2018/p/157831?color=237300-157831
Mens Sirrus —V-Brake,154502,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Sirrus,Men,3x,Fitness,Aluminum,Black/Gloss Black/Black Reflective,80918-73_SIR-MEN_V_BLK-BLK-BLK_HERO,700C,475,https://www.specialized.com/us/en/mens-sirrus-v-brake/p/154502?color=225880-154502
Womens Sirrus V-Brake,154518,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Sirrus,Women,3x,Fitness,Aluminum,Tarmac Black/Acid Mint/Acid Pink,82918-73_SIR-WMN_V_METWHT-TARBLK_HERO,700C,475,https://www.specialized.com/us/en/womens-sirrus-v-brake/p/154518?color=225864-154518
Mens Sirrus —V-Brake,173451,Sale,Bikes,Active Bikes,Urban Bikes,Sale,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Sirrus,Men,3x,Fitness,Aluminum,Gloss Acid Kiwi/Black Reflective,80919-73_SIR_V_ACDKWI-BLK_HERO,700C,475,https://www.specialized.com/us/en/mens-sirrus-v-brake/p/173451?color=270870-173451
Crossroads Step-Through,157792,Sale,Bikes,Active Bikes,Urban Bikes,NA,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Crossroads,Women,3x,Fitness,Aluminum,Gloss Deep Indigo/Turquoise/Bright Pink,B2116-72_CR_ST_DPNDGO-TUR-BRTPNK_HERO,700C,470,https://www.specialized.com/us/en/crossroads-step-through/p/157792?color=237161-157792
Crossroads,159109,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Crossroads,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Crossroads,Men,3x,Fitness,Aluminum,Gloss Deep Blue/Cool Grey/White,B2115-75_CR_DP-BLU-CL-GRY-WHT_HERO,700C,470,https://www.specialized.com/us/en/crossroads/p/159109?color=239180-159109
Riprock 20,128910,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,Trail,$250-$500,Front,Bikes,Riprock,Kids,1x|1x,Kids,Aluminum,Powder Green/Turquoise/Light Turquoise,B6516-70_RIP_20_CARBGRY-HYP-CLGRY_HERO,20,465,https://www.specialized.com/us/en/riprock-20/p/128910?color=239707-128910
Riprock 20,154435,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Disc,NA,$250-$500,Front,Bikes,Riprock,Kids,1x,Kids,Aluminum,Gloss Moto Orange/Charcoal/Storm Grey-Cool Grey Fade,96519-71_RIP_20_MXORG-CHAR-STRMGRY_HERO,20,465,https://www.specialized.com/us/en/riprock-20/p/154435?color=226009-154435
Alibi Step-Through - 2018,154232,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Womens Alibi,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Alibi,Women,1x,Fitness,Aluminum,Gloss Tarmac Black/Chrome,B6617-74_ALIBI_ST_TARBLK-CHRM_HERO,700C,450,https://www.specialized.com/us/en/alibi-step-through--2018/p/154232?color=225915-154232
Alibi – 2018,154222,Sale,Bikes,Active Bikes,Fitness & Hybrid Bikes,Alibi,Rim,Fitness|Urban,$250-$500,Rigid,Bikes,Alibi,Men,1x,Fitness,Aluminum,Gloss Acid Blue/Cool Grey Reflective,96618-70_ALIBI_ACDBLU-CLGRY_HERO,700C,450,https://www.specialized.com/us/en/alibi-2018/p/154222?color=237291-154222
Hotrock 24,154371,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Hotrock,Rim,NA,$250-$500,Front,Bikes,Hotrock,Kids,1x,Kids,Aluminum,Acid Pink/Black,94018-7111_HTRK_24_ACDBLU-BLK-CALFDE_HERO,24,400,https://www.specialized.com/us/en/hotrock-24/p/154371?color=225955-154371
Hotrock 20,154370,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Hotrock,Rim,NA,$250-$500,Front,Bikes,Hotrock,Kids,1x,Kids,Aluminum,Black/74 Fade,94018-7109_HTRK_20_ACDMNT-BLK_HERO,20,370,https://www.specialized.com/us/en/hotrock-20/p/154370?color=225989-154370
Riprock Coaster 20,154439,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,Rim,NA,$250-$500,Rigid,Bikes,Riprock,Kids,1x,Kids,Aluminum,Monster Green/Nordic Red/Black,B6517-90_RIP_CSTR-20_MONGRN-NRDCRED-BLK_HERO,20,260,https://www.specialized.com/us/en/riprock-coaster-20/p/154439?color=225962-154439
Riprock Coaster 16,154437,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,NA,NA,$250-$500,Rigid,Bikes,Riprock,Kids,1x,Kids,Aluminum,Black Gold Pearl/Hyper Green/Rainbow Flake Pink,B6517-90_RIP_CSTR-16_BLKGLDPRL-HYP-RFPNK_HERO,16,250,https://www.specialized.com/us/en/riprock-coaster-16/p/154437?color=225961-154437
Riprock Coaster 12,154432,Sale,Bikes,Kids Bikes,Kids Mountain Bikes,Riprock,NA,NA,$250-$500,Rigid,Bikes,Riprock,Kids,1x,Kids,Aluminum,Candy Red/Hyper Green,96518-71_RIP_CSTR-12_ACDPRP-BLK-WHT_HERO,12,220,https://www.specialized.com/us/en/riprock-coaster-12/p/154432?color=226026-154432
Hotwalk,157826,Sale,Bikes,Kids Bikes,NA,NA,NA,NA,$100-$250,Rigid,Bikes,Hotrock|Hotwalk,Kids,1x,Kids,Aluminum,Gloss Neon Blue/White,94019-00_HTRK_HOTWALK-19_ACDKWI-WHT_HERO,12,175,https://www.specialized.com/us/en/hotwalk/p/157826?color=237281-157826
Boys Hotwalk,157827,Sale,Bikes,Kids Bikes,NA,NA,NA,NA,$100-$250,Rigid,Bikes,Hotrock|Hotwalk,Kids,1x,Kids,Aluminum,Gloss Monster Green/Nordic Red,B4017-0005_HTWK-BOY_MONGRN-NRDCRED_HERO,12,175,https://www.specialized.com/us/en/boys-hotwalk/p/157827?color=237251-157827
Girls Hotwalk,157829,Sale,Bikes,Kids Bikes,NA,NA,NA,NA,$100-$250,Rigid,Bikes,Hotrock|Hotwalk,Kids,1x,Kids,Aluminum,Gloss Pink/Hot Pink,B4E0-0105_HTWK-GIRL_PNK-HTPNK_HERO,12,175,https://www.specialized.com/us/en/girls-hotwalk/p/157829?color=237283-157829
